"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"35881","35881_3649100","1","3649100","Aragua de Barcelona","9.45588","-64.82928","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|02|3649111|3649100","Earth|South America|Venezuela|Anzoátegui|Municipio Aragua|Aragua de Barcelona","2","1"
"35881","35881_3645944","1","3645944","Chaguaramas","9.33855","-66.25255","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|12|8129191|3645944","Earth|South America|Venezuela|Guárico|Municipio Chaguaramas|Chaguaramas","2","1"
"37541","37541_3645528","1","3645528","Ciudad Guayana","8.35122","-62.64102","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|06|3646491|3645528","Earth|South America|Venezuela|Bolívar|Municipio Caroní|Ciudad Guayana","2","1"
"35881","35881_3642260","1","3642260","El Pao","9.63752","-68.12884","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|08|8129190|3642260","Earth|South America|Venezuela|Cojedes|Municipio Pao de San Juan Bautista|El Pao","2","1"
"35881","35881_3641440","1","3641440","El Sombrero","9.3863","-67.05818","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|12|8129245|3641440","Earth|South America|Venezuela|Guárico|Municipio Julián Mellado|El Sombrero","2","1"
"37833","37833_3641099","1","3641099","El Vigía","8.61366","-71.65284","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|14|3649500|3641099","Earth|South America|Venezuela|Mérida|Municipio Alberto Adriani|El Vigía","2","1"
"37807","37807_3641099","1","3641099","El Vigía","8.61366","-71.65284","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|14|3649500|3641099","Earth|South America|Venezuela|Mérida|Municipio Alberto Adriani|El Vigía","2","1"
"37829","37829_3642390","1","3642390","Elorza","7.06088","-69.49765","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|03|3628986|3642390","Earth|South America|Venezuela|Apure|Municipio Rómulo Gallegos|Elorza","2","1"
"38906","38906_1610780","1","1610780","Hat Yai","7.00836","100.47668","PPLA2","seat of a second-order administrative division","6295630|6255147|TH|68|1610780","Earth|Asia|Thailand|Changwat Songkhla|Hat Yai","2","1"
"37833","37833_3631878","1","3631878","Morón","10.48889","-68.20028","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|07|8129172|3631878","Earth|South America|Venezuela|Carabobo|Municipio Juan José Mora|Morón","2","1"
"37496","37496_3631878","1","3631878","Morón","10.48889","-68.20028","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|07|8129172|3631878","Earth|South America|Venezuela|Carabobo|Municipio Juan José Mora|Morón","2","1"
"34474","34474_1570656","1","1570656","Phúc Yên","21.23695","105.70483","PPLA2","seat of a second-order administrative division","6295630|6255147|VN|86|1570656","Earth|Asia|Vietnam|Tỉnh Vĩnh Phúc|Phúc Yên","2","1"
"37478","37478_3626235","1","3626235","Tinaco","9.69871","-68.43348","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|08|3626234|3626235","Earth|South America|Venezuela|Cojedes|Municipio Tinaco|Tinaco","2","1"
"35881","35881_3626235","1","3626235","Tinaco","9.69871","-68.43348","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|08|3626234|3626235","Earth|South America|Venezuela|Cojedes|Municipio Tinaco|Tinaco","2","1"
"35881","35881_3625515","1","3625515","Valle de La Pascua","9.21554","-66.00734","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|12|8129179|3625515","Earth|South America|Venezuela|Guárico|Municipio Leonardo Infante|Valle de La Pascua","2","1"
"33809","33809_1655073","1","1655073","Xiang Ngeun","19.75532","102.17891","PPLA2","seat of a second-order administrative division","6295630|6255147|LA|17|1655073","Earth|Asia|Laos|Luang Prabang Province|Xiang Ngeun","2","1"
"35881","35881_3625066","1","3625066","Zaraza","9.35029","-65.32452","PPLA2","seat of a second-order administrative division","6295630|6255150|VE|12|8129261|3625066","Earth|South America|Venezuela|Guárico|Municipio Pedro Zaraza|Zaraza","2","1"
"2502","2502_229278","1","229278","Mbale","1.08209","34.17503","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443353|229278","Earth|Africa|Uganda|Eastern Region|Mbale District|Mbale","1","2"
"2502","2502_229380","1","229380","Masaka","-0.33379","31.73409","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|C|229380","Earth|Africa|Uganda|Central Region|Masaka","1","2"
"12513","12513_226361","1","226361","Sembabule","-0.07722","31.45667","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|C|443787|226361","Earth|Africa|Uganda|Central Region|Sembabule District|Sembabule","1","2"
"30108","30108_226110","1","226110","Tororo","0.69299","34.18085","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443366|226110","Earth|Africa|Uganda|Eastern Region|Tororo District|Tororo","1","2"
"30108","30108_226234","1","226234","Soroti","1.71464","33.61113","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443365|226234","Earth|Africa|Uganda|Eastern Region|Soroti District|Soroti","1","2"
"30108","30108_227593","1","227593","Ntungamo","-0.87944","30.26417","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443361|227593","Earth|Africa|Uganda|Western Region|Ntungamo District|Ntungamo","1","2"
"30108","30108_228418","1","228418","Nakasongola","1.30889","32.45639","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|C|443786|228418","Earth|Africa|Uganda|Central Region|Nakasongola District|Nakasongola","1","2"
"30108","30108_228853","1","228853","Mukono","0.35333","32.75528","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|C|443359|228853","Earth|Africa|Uganda|Central Region|Mukono District|Mukono","1","2"
"30108","30108_229278","1","229278","Mbale","1.08209","34.17503","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443353|229278","Earth|Africa|Uganda|Eastern Region|Mbale District|Mbale","1","2"
"30108","30108_229362","1","229362","Masindi","1.67444","31.715","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443351|229362","Earth|Africa|Uganda|Western Region|Masindi District|Masindi","1","2"
"30108","30108_229380","1","229380","Masaka","-0.33379","31.73409","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|C|229380","Earth|Africa|Uganda|Central Region|Masaka","1","2"
"30108","30108_229746","1","229746","Luwero","0.84917","32.47306","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|C|443350|229746","Earth|Africa|Uganda|Central Region|Luwero District|Luwero","1","2"
"30108","30108_230166","1","230166","Lira","2.2499","32.89985","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|N|443349|230166","Earth|Africa|Uganda|Northern Region|Lira District|Lira","1","2"
"30108","30108_230299","1","230299","Kyenjojo","0.63278","30.62139","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|448219|230299","Earth|Africa|Uganda|Western Region|Kyenjojo District|Kyenjojo","1","2"
"30108","30108_230584","1","230584","Kumi","1.46083","33.93611","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443348|230584","Earth|Africa|Uganda|Eastern Region|Kumi District|Kumi","1","2"
"30108","30108_232066","1","232066","Kasese","0.18333","30.08333","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443342|232066","Earth|Africa|Uganda|Western Region|Kasese District|Kasese","1","2"
"30108","30108_233070","1","233070","Kabale","-1.24857","29.98993","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443336|233070","Earth|Africa|Uganda|Western Region|Kabale District|Kabale","1","2"
"30108","30108_233312","1","233312","Hoima","1.43314","31.35241","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443332|233312","Earth|Africa|Uganda|Western Region|Hoima District|Hoima","1","2"
"30108","30108_233476","1","233476","Fort Portal","0.66174","30.2748","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443337|233476","Earth|Africa|Uganda|Western Region|Kabarole District|Fort Portal","1","2"
"30108","30108_234077","1","234077","Busia","0.46588","34.09221","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|E|443784|234077","Earth|Africa|Uganda|Eastern Region|Busia District|Busia","1","2"
"30108","30108_234081","1","234081","Bushenyi","-0.53695","30.18579","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|W|443330|234081","Earth|Africa|Uganda|Western Region|Bushenyi District|Bushenyi","1","2"
"1919","1919_155848","1","155848","Longido","-2.73319","36.69773","PPLA2","seat of a second-order administrative division","6295630|6255146|TZ|26|8693317|155848","Earth|Africa|Tanzania|Arusha|Longido District|Longido","1","2"
"32161","32161_1831948","1","1831948","Angkor Wat","13.41237","103.86661","RUIN","ruin(s)","6295630|6255147|KH|24|1831948","Earth|Asia|Cambodia|Siem Reap|Angkor Wat","3","1"
"32062","32062_1831948","1","1831948","Angkor Wat","13.41237","103.86661","RUIN","ruin(s)","6295630|6255147|KH|24|1831948","Earth|Asia|Cambodia|Siem Reap|Angkor Wat","3","1"
"32159","32159_1831948","1","1831948","Angkor Wat","13.41237","103.86661","RUIN","ruin(s)","6295630|6255147|KH|24|1831948","Earth|Asia|Cambodia|Siem Reap|Angkor Wat","3","1"
"38785","38785_1822719","1","1822719","Prasat Preăh Vihéar","14.39086","104.68059","RUIN","ruin(s)","6295630|6255147|KH|13|1822719","Earth|Asia|Cambodia|Preah Vihear|Prasat Preăh Vihéar","3","1"
"36548","36548_3689815","4","3689815","Antioquia","7.0","-75.5","ADM1","first-order administrative division","6295630|6255150|CO|02","Earth|South America|Colombia|Antioquia","1","1"
"37496","37496_3649198","4","3649198","Anzoátegui","9.0","-64.33333","ADM1","first-order administrative division","6295630|6255150|VE|02","Earth|South America|Venezuela|Anzoátegui","1","1"
"37829","37829_3649151","4","3649151","Apure","7.16667","-68.83333","ADM1","first-order administrative division","6295630|6255150|VE|03","Earth|South America|Venezuela|Apure","1","1"
"37518","37518_3947421","4","3947421","Apurimac","-14.0","-73.0","ADM1","first-order administrative division","6295630|6255150|PE|03","Earth|South America|Peru|Apurimac","1","1"
"35881","35881_3649110","4","3649110","Aragua","10.0","-67.16667","ADM1","first-order administrative division","6295630|6255150|VE|04","Earth|South America|Venezuela|Aragua","1","1"
"32996","32996_161322","4","161322","Arusha","-3.0","36.0","ADM1","first-order administrative division","6295630|6255146|TZ|26","Earth|Africa|Tanzania|Arusha","1","1"
"35709","35709_1665045","4","1665045","Attapu","14.66667","107.0","ADM1","first-order administrative division","6295630|6255147|LA|01","Earth|Asia|Laos|Attapu","1","1"
"34130","34130_1321850","4","1321850","Ayeyawady Region","17.0","95.0","ADM1","first-order administrative division","6295630|6255147|MM|03","Earth|Asia|Myanmar [Burma]|Ayeyawady Region","1","1"
"35570","35570_1822210","4","1822210","Ŏtâr Méanchey","14.16667","103.5","ADM1","first-order administrative division","6295630|6255147|KH|27","Earth|Asia|Cambodia|Ŏtâr Méanchey","1","2"
"35568","35568_1822210","4","1822210","Ŏtâr Méanchey","14.16667","103.5","ADM1","first-order administrative division","6295630|6255147|KH|27","Earth|Asia|Cambodia|Ŏtâr Méanchey","1","1"
"38742","38742_1822210","4","1822210","Ŏtâr Méanchey","14.16667","103.5","ADM1","first-order administrative division","6295630|6255147|KH|27","Earth|Asia|Cambodia|Ŏtâr Méanchey","1","1"
"34130","34130_1300463","4","1300463","Bago Region","18.25","96.25","ADM1","first-order administrative division","6295630|6255147|MM|16","Earth|Asia|Myanmar [Burma]|Bago Region","1","1"
"34309","34309_1609348","4","1609348","Bangkok","13.87719","100.71991","ADM1","first-order administrative division","6295630|6255147|TH|40","Earth|Asia|Thailand|Bangkok","1","1"
"38559","38559_1609348","4","1609348","Bangkok","13.87719","100.71991","ADM1","first-order administrative division","6295630|6255147|TH|40","Earth|Asia|Thailand|Bangkok","1","1"
"35570","35570_1899273","4","1899273","Banteay Meanchey","13.75","103.0","ADM1","first-order administrative division","6295630|6255147|KH|25","Earth|Asia|Cambodia|Banteay Meanchey","1","2"
"35568","35568_1899273","4","1899273","Banteay Meanchey","13.75","103.0","ADM1","first-order administrative division","6295630|6255147|KH|25","Earth|Asia|Cambodia|Banteay Meanchey","1","1"
"32168","32168_1899273","4","1899273","Banteay Meanchey","13.75","103.0","ADM1","first-order administrative division","6295630|6255147|KH|25","Earth|Asia|Cambodia|Banteay Meanchey","1","1"
"32142","32142_1899273","4","1899273","Banteay Meanchey","13.75","103.0","ADM1","first-order administrative division","6295630|6255147|KH|25","Earth|Asia|Cambodia|Banteay Meanchey","1","1"
"32169","32169_1899273","4","1899273","Banteay Meanchey","13.75","103.0","ADM1","first-order administrative division","6295630|6255147|KH|25","Earth|Asia|Cambodia|Banteay Meanchey","1","1"
"38742","38742_1899273","4","1899273","Banteay Meanchey","13.75","103.0","ADM1","first-order administrative division","6295630|6255147|KH|25","Earth|Asia|Cambodia|Banteay Meanchey","1","1"
"38146","38146_3648544","4","3648544","Barinas","8.16667","-69.83333","ADM1","first-order administrative division","6295630|6255150|VE|05","Earth|South America|Venezuela|Barinas","1","1"
"37829","37829_3648544","4","3648544","Barinas","8.16667","-69.83333","ADM1","first-order administrative division","6295630|6255150|VE|05","Earth|South America|Venezuela|Barinas","1","1"
"37542","37542_3648544","4","3648544","Barinas","8.16667","-69.83333","ADM1","first-order administrative division","6295630|6255150|VE|05","Earth|South America|Venezuela|Barinas","1","1"
"32105","32105_1821310","4","1821310","Battambang","12.91667","103.08333","ADM1","first-order administrative division","6295630|6255147|KH|29","Earth|Asia|Cambodia|Battambang","1","1"
"38795","38795_1821310","4","1821310","Battambang","12.91667","103.08333","ADM1","first-order administrative division","6295630|6255147|KH|29","Earth|Asia|Cambodia|Battambang","1","1"
"32168","32168_1821310","4","1821310","Battambang","12.91667","103.08333","ADM1","first-order administrative division","6295630|6255147|KH|29","Earth|Asia|Cambodia|Battambang","1","1"
"32169","32169_1821310","4","1821310","Battambang","12.91667","103.08333","ADM1","first-order administrative division","6295630|6255147|KH|29","Earth|Asia|Cambodia|Battambang","1","1"
"38742","38742_1821310","4","1821310","Battambang","12.91667","103.08333","ADM1","first-order administrative division","6295630|6255147|KH|29","Earth|Asia|Cambodia|Battambang","1","1"
"38147","38147_3648106","4","3648106","Bolívar","6.33333","-63.5","ADM1","first-order administrative division","6295630|6255150|VE|06","Earth|South America|Venezuela|Bolívar","1","1"
"37940","37940_3648106","4","3648106","Bolívar","6.33333","-63.5","ADM1","first-order administrative division","6295630|6255150|VE|06","Earth|South America|Venezuela|Bolívar","1","1"
"38146","38146_3648106","4","3648106","Bolívar","6.33333","-63.5","ADM1","first-order administrative division","6295630|6255150|VE|06","Earth|South America|Venezuela|Bolívar","1","1"
"38318","38318_3648106","4","3648106","Bolívar","6.33333","-63.5","ADM1","first-order administrative division","6295630|6255150|VE|06","Earth|South America|Venezuela|Bolívar","1","1"
"38293","38293_3648106","4","3648106","Bolívar","6.33333","-63.5","ADM1","first-order administrative division","6295630|6255150|VE|06","Earth|South America|Venezuela|Bolívar","1","1"
"38146","38146_3646751","4","3646751","Carabobo","10.16667","-68.08333","ADM1","first-order administrative division","6295630|6255150|VE|07","Earth|South America|Venezuela|Carabobo","1","1"
"33801","33801_1153668","4","1153668","Changwat Chiang Rai","19.91667","99.91667","ADM1","first-order administrative division","6295630|6255147|TH|03","Earth|Asia|Thailand|Changwat Chiang Rai","1","1"
"38559","38559_1608528","4","1608528","Changwat Nakhon Ratchasima","15.0","102.16667","ADM1","first-order administrative division","6295630|6255147|TH|27","Earth|Asia|Thailand|Changwat Nakhon Ratchasima","1","1"
"38559","38559_1608231","4","1608231","Changwat Nong Khai","17.75","102.75","ADM1","first-order administrative division","6295630|6255147|TH|17","Earth|Asia|Thailand|Changwat Nong Khai","1","1"
"34068","34068_1906687","4","1906687","Changwat Prachin Buri","14.08333","101.66667","ADM1","first-order administrative division","6295630|6255147|TH|74","Earth|Asia|Thailand|Changwat Prachin Buri","1","1"
"38559","38559_1607016","4","1607016","Changwat Rayong","12.83333","101.43333","ADM1","first-order administrative division","6295630|6255147|TH|47","Earth|Asia|Thailand|Changwat Rayong","1","1"
"34204","34204_1606146","4","1606146","Changwat Songkhla","6.83333","100.66667","ADM1","first-order administrative division","6295630|6255147|TH|68","Earth|Asia|Thailand|Changwat Songkhla","1","1"
"37478","37478_3645386","4","3645386","Cojedes","9.33333","-68.33333","ADM1","first-order administrative division","6295630|6255150|VE|08","Earth|South America|Venezuela|Cojedes","1","1"
"38146","38146_3645386","4","3645386","Cojedes","9.33333","-68.33333","ADM1","first-order administrative division","6295630|6255150|VE|08","Earth|South America|Venezuela|Cojedes","1","1"
"37829","37829_3644541","4","3644541","Delta Amacuro","8.75","-61.33333","ADM1","first-order administrative division","6295630|6255150|VE|09","Earth|South America|Venezuela|Delta Amacuro","1","1"
"36548","36548_3688650","4","3688650","Departamento de Bolívar","9.0","-74.33333","ADM1","first-order administrative division","6295630|6255150|CO|35","Earth|South America|Colombia|Departamento de Bolívar","1","1"
"36548","36548_3685889","4","3685889","Departamento de Córdoba","8.33333","-75.66667","ADM1","first-order administrative division","6295630|6255150|CO|12","Earth|South America|Colombia|Departamento de Córdoba","1","1"
"35958","35958_3919966","4","3919966","Departamento de Cochabamba","-17.5","-65.66667","ADM1","first-order administrative division","6295630|6255150|BO|02","Earth|South America|Bolivia|Departamento de Cochabamba","1","1"
"36121","36121_3911924","4","3911924","Departamento de La Paz","-15.5","-68.0","ADM1","first-order administrative division","6295630|6255150|BO|04","Earth|South America|Bolivia|Departamento de La Paz","1","1"
"35958","35958_3911924","4","3911924","Departamento de La Paz","-15.5","-68.0","ADM1","first-order administrative division","6295630|6255150|BO|04","Earth|South America|Bolivia|Departamento de La Paz","1","1"
"35958","35958_3908600","4","3908600","Departamento de Pando","-11.33333","-67.66667","ADM1","first-order administrative division","6295630|6255150|BO|06","Earth|South America|Bolivia|Departamento de Pando","1","1"
"35958","35958_3904907","4","3904907","Departamento de Santa Cruz","-17.5","-61.5","ADM1","first-order administrative division","6295630|6255150|BO|08","Earth|South America|Bolivia|Departamento de Santa Cruz","1","1"
"35999","35999_3904907","4","3904907","Departamento de Santa Cruz","-17.5","-61.5","ADM1","first-order administrative division","6295630|6255150|BO|08","Earth|South America|Bolivia|Departamento de Santa Cruz","1","1"
"36548","36548_3667725","4","3667725","Departamento de Sucre","9.0","-75.0","ADM1","first-order administrative division","6295630|6255150|CO|27","Earth|South America|Colombia|Departamento de Sucre","1","1"
"35772","35772_3903319","4","3903319","Departamento de Tarija","-21.5","-64.0","ADM1","first-order administrative division","6295630|6255150|BO|09","Earth|South America|Bolivia|Departamento de Tarija","1","1"
"35958","35958_3903319","4","3903319","Departamento de Tarija","-21.5","-64.0","ADM1","first-order administrative division","6295630|6255150|BO|09","Earth|South America|Bolivia|Departamento de Tarija","1","1"
"36027","36027_3903319","4","3903319","Departamento de Tarija","-21.5","-64.0","ADM1","first-order administrative division","6295630|6255150|BO|09","Earth|South America|Bolivia|Departamento de Tarija","1","1"
"36548","36548_3686431","4","3686431","Departamento del Chocó","6.0","-77.0","ADM1","first-order administrative division","6295630|6255150|CO|11","Earth|South America|Colombia|Departamento del Chocó","1","1"
"36792","36792_3674810","4","3674810","Departamento del Meta","3.5","-73.0","ADM1","first-order administrative division","6295630|6255150|CO|19","Earth|South America|Colombia|Departamento del Meta","1","2"
"37442","37442_3640873","4","3640873","Falcón","11.0","-69.83333","ADM1","first-order administrative division","6295630|6255150|VE|11","Earth|South America|Venezuela|Falcón","1","1"
"37478","37478_3640017","4","3640017","Guárico","8.66667","-66.58333","ADM1","first-order administrative division","6295630|6255150|VE|12","Earth|South America|Venezuela|Guárico","1","1"
"37290","37290_3640017","4","3640017","Guárico","8.66667","-66.58333","ADM1","first-order administrative division","6295630|6255150|VE|12","Earth|South America|Venezuela|Guárico","1","1"
"35881","35881_3640017","4","3640017","Guárico","8.66667","-66.58333","ADM1","first-order administrative division","6295630|6255150|VE|12","Earth|South America|Venezuela|Guárico","1","1"
"37829","37829_3640017","4","3640017","Guárico","8.66667","-66.58333","ADM1","first-order administrative division","6295630|6255150|VE|12","Earth|South America|Venezuela|Guárico","1","1"
"38903","38903_1580578","4","1580578","Saigon","10.82327","106.62978","ADM1","first-order administrative division","6295630|6255147|VN|20","Earth|Asia|Vietnam|Saigon","1","1"
"34683","34683_1580578","4","1580578","Saigon","10.82327","106.62978","ADM1","first-order administrative division","6295630|6255147|VN|20","Earth|Asia|Vietnam|Saigon","1","1"
"32202","32202_1831037","4","1831037","Koh Kong","11.5","103.5","ADM1","first-order administrative division","6295630|6255147|KH|08","Earth|Asia|Cambodia|Koh Kong","1","1"
"38434","38434_1321702","4","1321702","Kachin State","26.0","97.5","ADM1","first-order administrative division","6295630|6255147|MM|04","Earth|Asia|Myanmar [Burma]|Kachin State","1","1"
"38532","38532_1321702","4","1321702","Kachin State","26.0","97.5","ADM1","first-order administrative division","6295630|6255147|MM|04","Earth|Asia|Myanmar [Burma]|Kachin State","1","1"
"30586","30586_148679","4","148679","Kagera","-1.91667","31.25","ADM1","first-order administrative division","6295630|6255146|TZ|19","Earth|Africa|Tanzania|Kagera","1","2"
"32040","32040_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"38793","38793_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"32160","32160_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"32209","32209_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"39178","39178_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"32216","32216_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"32016","32016_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"38742","38742_1831172","4","1831172","Kampong Cham","12.05","105.25","ADM1","first-order administrative division","6295630|6255147|KH|02","Earth|Asia|Cambodia|Kampong Cham","1","1"
"32040","32040_1831166","4","1831166","Kampong Chhnang","12.16667","104.55","ADM1","first-order administrative division","6295630|6255147|KH|03","Earth|Asia|Cambodia|Kampong Chhnang","1","1"
"35569","35569_1831166","4","1831166","Kampong Chhnang","12.16667","104.55","ADM1","first-order administrative division","6295630|6255147|KH|03","Earth|Asia|Cambodia|Kampong Chhnang","1","1"
"38742","38742_1831166","4","1831166","Kampong Chhnang","12.16667","104.55","ADM1","first-order administrative division","6295630|6255147|KH|03","Earth|Asia|Cambodia|Kampong Chhnang","1","1"
"32040","32040_1831132","4","1831132","Kampong Speu","11.5","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|04","Earth|Asia|Cambodia|Kampong Speu","1","1"
"32209","32209_1831132","4","1831132","Kampong Speu","11.5","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|04","Earth|Asia|Cambodia|Kampong Speu","1","1"
"32133","32133_1831132","4","1831132","Kampong Speu","11.5","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|04","Earth|Asia|Cambodia|Kampong Speu","1","1"
"32216","32216_1831132","4","1831132","Kampong Speu","11.5","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|04","Earth|Asia|Cambodia|Kampong Speu","1","1"
"38742","38742_1831132","4","1831132","Kampong Speu","11.5","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|04","Earth|Asia|Cambodia|Kampong Speu","1","1"
"38742","38742_1831124","4","1831124","Kampong Thom","12.83333","105.0","ADM1","first-order administrative division","6295630|6255147|KH|05","Earth|Asia|Cambodia|Kampong Thom","1","1"
"32040","32040_1831111","4","1831111","Kampot","10.83333","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|21","Earth|Asia|Cambodia|Kampot","1","1"
"35595","35595_1831111","4","1831111","Kampot","10.83333","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|21","Earth|Asia|Cambodia|Kampot","1","1"
"38742","38742_1831111","4","1831111","Kampot","10.83333","104.33333","ADM1","first-order administrative division","6295630|6255147|KH|21","Earth|Asia|Cambodia|Kampot","1","1"
"32113","32113_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"32034","32034_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"32045","32045_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"33058","33058_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"33158","33158_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"33064","33064_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"38742","38742_1831095","4","1831095","Kandal","11.41667","105.0","ADM1","first-order administrative division","6295630|6255147|KH|07","Earth|Asia|Cambodia|Kandal","1","1"
"38742","38742_1830937","4","1830937","Kep","10.5125","104.31667","ADM1","first-order administrative division","6295630|6255147|KH|26","Earth|Asia|Cambodia|Kep","1","1"
"33822","33822_1656538","4","1656538","Khammouan","17.5","105.33333","ADM1","first-order administrative division","6295630|6255147|LA|15","Earth|Asia|Laos|Khammouan","1","1"
"33693","33693_1904616","4","1904616","Khouèng Bokèo","20.5","100.5","ADM1","first-order administrative division","6295630|6255147|LA|22","Earth|Asia|Laos|Khouèng Bokèo","1","2"
"33700","33700_1904616","4","1904616","Khouèng Bokèo","20.5","100.5","ADM1","first-order administrative division","6295630|6255147|LA|22","Earth|Asia|Laos|Khouèng Bokèo","1","1"
"33815","33815_1654491","4","1654491","Khouèng Oudômxai","20.16667","101.5","ADM1","first-order administrative division","6295630|6255147|LA|07","Earth|Asia|Laos|Khouèng Oudômxai","1","1"
"33810","33810_1654491","4","1654491","Khouèng Oudômxai","20.16667","101.5","ADM1","first-order administrative division","6295630|6255147|LA|07","Earth|Asia|Laos|Khouèng Oudômxai","1","1"
"33700","33700_1654491","4","1654491","Khouèng Oudômxai","20.16667","101.5","ADM1","first-order administrative division","6295630|6255147|LA|07","Earth|Asia|Laos|Khouèng Oudômxai","1","1"
"33768","33768_1654491","4","1654491","Khouèng Oudômxai","20.16667","101.5","ADM1","first-order administrative division","6295630|6255147|LA|07","Earth|Asia|Laos|Khouèng Oudômxai","1","1"
"38459","38459_1653893","4","1653893","Khouèng Phôngsali","21.75","102.33333","ADM1","first-order administrative division","6295630|6255147|LA|18","Earth|Asia|Laos|Khouèng Phôngsali","1","1"
"35714","35714_1653893","4","1653893","Khouèng Phôngsali","21.75","102.33333","ADM1","first-order administrative division","6295630|6255147|LA|18","Earth|Asia|Laos|Khouèng Phôngsali","1","1"
"33769","33769_1653893","4","1653893","Khouèng Phôngsali","21.75","102.33333","ADM1","first-order administrative division","6295630|6255147|LA|18","Earth|Asia|Laos|Khouèng Phôngsali","1","1"
"33700","33700_1653893","4","1653893","Khouèng Phôngsali","21.75","102.33333","ADM1","first-order administrative division","6295630|6255147|LA|18","Earth|Asia|Laos|Khouèng Phôngsali","1","1"
