"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness"
"34474","34474_1905007","3","1905007","Huyện Bảo Thắng","22.36896","104.13893","ADM2","second-order administrative division","6295630|6255147|VN|90|1905007","Earth|Asia|Vietnam|Tỉnh Lào Cai|Huyện Bảo Thắng","1","1"
"34474","34474_1905012","3","1905012","Huyện Bảo Yên","22.26109","104.46424","ADM2","second-order administrative division","6295630|6255147|VN|90|1905012","Earth|Asia|Vietnam|Tỉnh Lào Cai|Huyện Bảo Yên","1","1"
"34474","34474_1905535","3","1905535","Huyện Chi Lăng","21.67602","106.62925","ADM2","second-order administrative division","6295630|6255147|VN|39|1905535","Earth|Asia|Vietnam|Tỉnh Lạng Sơn|Huyện Chi Lăng","1","1"
"35272","35272_1905483","3","1905483","Huyện Lộc Ninh","11.85851","106.57854","ADM2","second-order administrative division","6295630|6255147|VN|76|1905483","Earth|Asia|Vietnam|Tỉnh Bình Phước|Huyện Lộc Ninh","1","1"
"34474","34474_1905441","3","1905441","Huyện Lạng Giang","21.37743","106.25866","ADM2","second-order administrative division","6295630|6255147|VN|71|1905441","Earth|Asia|Vietnam|Tỉnh Bắc Giang|Huyện Lạng Giang","1","1"
"34474","34474_1905573","3","1905573","Huyện Mê Linh","21.18245","105.7114","ADM2","second-order administrative division","6295630|6255147|VN|44|1905573","Earth|Asia|Vietnam|Thành Phố Hà Nội|Huyện Mê Linh","1","1"
"34474","34474_1905500","3","1905500","Huyện Phổ Yên","21.41206","105.82432","ADM2","second-order administrative division","6295630|6255147|VN|85|1905500","Earth|Asia|Vietnam|Tỉnh Thái Nguyên|Huyện Phổ Yên","1","1"
"34475","34475_1905130","3","1905130","Huyện Từ Liêm","21.04219","105.75193","ADM2","second-order administrative division","6295630|6255147|VN|44|1905130","Earth|Asia|Vietnam|Thành Phố Hà Nội|Huyện Từ Liêm","1","1"
"34474","34474_1905575","3","1905575","Huyện Vĩnh Tường","21.24433","105.49683","ADM2","second-order administrative division","6295630|6255147|VN|86|1905575","Earth|Asia|Vietnam|Tỉnh Vĩnh Phúc|Huyện Vĩnh Tường","1","1"
"34474","34474_1905434","3","1905434","Huyện Việt Yên","21.27493","106.08998","ADM2","second-order administrative division","6295630|6255147|VN|71|1905434","Earth|Asia|Vietnam|Tỉnh Bắc Giang|Huyện Việt Yên","1","1"
"34474","34474_1905438","3","1905438","Huyện Yên Dũng","21.21667","106.25","ADM2","second-order administrative division","6295630|6255147|VN|71|1905438","Earth|Asia|Vietnam|Tỉnh Bắc Giang|Huyện Yên Dũng","1","1"
"32996","32996_159239","3","159239","Ilala District","-6.91805","39.16254","ADM2","second-order administrative division","6295630|6255146|TZ|23|159239","Earth|Africa|Tanzania|Dar es Salaam Region|Ilala District","1","1"
